Food group,Food name,Quantity,Is fortified with,ENERCJ (kJ),ENERCC (kcal),WATER (g),PROT (g),PROTPL (g),PROTAN (g),NT (g),TRP (mg),FAT (g),FACID (g),FASAT (g),FAMSCIS (g),FAPU (g),FAPUN3 (g),FAPUN6 (g),FATRS (g),CHO (g),SUGAR (g),STARCH (g),POLYL (g),FIBT (g),ALC (g),OA (g),ASH (g),CHORL (mg),NA (mg),K (mg),CA (mg),P (mg),MG (mg),FE (mg),HAEM (mg),NHAEM (mg),CU (mg),SE (µg),ZN (mg),ID (µg),VITA_RAE (µg),VITA_RE (µg),RETOL (µg),CARTBTOT (µg),CARTA (µg),LUTN (µg),ZEA (µg),CRYPXB (µg),LYCPN (µg),VITD (µg),CHOCALOH (µg),CHOCAL (µg),ERGCAL (µg),VITE (mg),TOCPHA (mg),TOCPHB (mg),TOCPHD (mg),TOCPHG (mg),VITK (µg),VITK1 (µg),VITK2 (µg),THIA (mg),RIBF (mg),VITB6 (mg),VITB12 (µg),NIAEQ (mg),NIA (mg),FOL (µg),FOLFD (µg),FOLAC (µg),VITC (mg),F4:0 (g),F6:0 (g),F8:0 (g),F10:0 (g),F11:0 (g),F12:0 (g),F13:0 (g),F14:0 (g),F15:0 (g),F16:0 (g),F17:0 (g),F18:0 (g),F19:0 (g),F20:0 (g),F21:0 (g),F22:0 (g),F23:0 (g),F24:0 (g),F25:0 (g),F26:0 (g),FASATXR (g),F10:1CIS (g),F12:1CIS (g),F14:1CIS (g),F16:1CIS (g),F18:1CIS (g),F20:1CIS (g),F22:1CIS (g),F24:1CIS (g),FAMSCXR (g),F18:2CN6 (g),F18:2CN9 (g),F18:2CT (g),F18:2TC (g),F18:2R (g),F18:3CN3 (g),F18:3CN6 (g),F18:4CN3 (g),F20:2CN6 (g),F20:3CN9 (g),F20:3CN6 (g),F20:3CN3 (g),F20:4CN6 (g),F20:4CN3 (g),F20:5CN3 (g),F21:5CN3 (g),F22:2CN6 (g),F22:2CN3 (g),F22:3CN3 (g),F22:4CN6 (g),F22:5CN6 (g),F22:5CN3 (g),F22:6CN3 (g),F24:2CN6 (g),FAPUXR (g),F10:1TRS (g),F12:1TRS (g),F14:1TRS (g),F16:1TRS (g),F18:1TRS (g),F18:2TTN6 (g),F18:3TTTN3 (g),F20:1TRS (g),F20:2TT (g),F22:1TRS (g),F24:1TRS (g),FAMSTXR (g),FAUN (g)
"Fish, crustacean and shellfish",Paling zee- bereid in magnetron z toev,per 100g,,832,199,64.4,24.3,0,24.3,,,11.4,10.4,2.4,4.3,3.7,3.1,0.6,0,0,0,0,0,0,0,,,82,60,250,20,200,19,1,0.3,0.7,0.05,30,1.75,3.8,1043,1043,1043,,,,,,,4.9,,,0,4.1,,,,,,,,0.1,0.35,0.17,4,,1.4,12,12,0,2,,,0,0,,0,,0.19,0.03,1.88,0.04,0.29,,0.01,,0,,0,,,,,,0,0.51,2.22,0.9,0.61,0.03,,0.2,,,,,0.08,0.04,0.12,0.05,,,0.02,0.26,,0.77,,,,0,0.04,,0.28,1.87,,,,,,,,,,,,,,,
"Fish, crustacean and shellfish",Soft/hard roe fried,per 100g,,1087,262,61,13.9,0,13.9,,,21.2,19.7,2.9,9.2,7,2.8,4.2,0.6,3.9,0,3.9,0,0.2,0,,,609,2120,,,,,1,0,1,,,,59,75,75,75,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, crustacean and shellfish",Soft/hard roe from fat bloater,per 100g,,650,155,69.2,24.5,0,24.5,,,6.3,5.9,2.2,2.5,1.2,1,0.1,0,0,0,0,0,0,0,,,539,2120,,,,,,,,,,,125.5,5,5,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.02,,0.41,0.04,1.35,0.04,0.18,,0,,0,,0,,,0.16,,,,,,,,,,0.09,,,,,0.04,0,0.05,0.01,,,0,0.04,,0.34,,,,0,0,,0.05,0.55,,,,,,,,,,,,,,,
"Fish, crustacean and shellfish",Spawn/hard roe coloured glass,per 100g,,527,126,75.5,19,0,19,,,5.5,5.1,2.1,2.6,0.4,0.3,0.1,0,0,0,0,0,0,0,,,318,2120,,,,,,,,,,,59,5,5,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.16,0.01,1.47,0.03,0.42,,0.02,,0.02,,0.01,,,0.02,,,0.01,0.22,1.95,0.3,0.1,0.02,,0.05,,,,,0.01,0.01,0.02,0.01,,,0,0.01,,0.14,,,,0,0,,0.02,0.13,,,,,,,,,,,,,,,
"Fish, crustacean and shellfish",Mussels pickled glass,per 100g,,445,106,75.7,17.2,0,17.2,,,3.1,2.8,1,0.9,0.9,0.7,0.1,0,2.2,0,2.2,0,0,0,,1.8,80,370,100,67,231,63,3.9,1,3,0.17,49,2.2,197,124,124,124,,,,,,,0,0,0,0,2.1,,,,,,,,0,0.24,0.06,22,,1.6,37,37,0,0,0,0,0,0,0,0,0,0.09,0.03,0.64,0.04,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.21,0.28,0.13,0,0,0.03,0,0,0,0,0.03,0.01,0.04,0.01,0,0,0,0.09,0,0.39,0,0,0,0,0.01,0,0.03,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Fish, crustacean and shellfish",Shrimps in water tinned,per 100g,,485,115,73.8,24.3,0,24.3,,,1.9,1.6,0.6,0.3,0.7,0.4,0.2,0,0.1,0.1,0,0,0,0,,,250,647,142,134,139,35,0.2,0.1,0.2,0.71,31,1.8,14,0,0,0,,,,,,,0.1,0,0.1,0,0.6,,,,,,,,0.03,0.34,0.042,16.78,,1.3,15,15,0,0,,,,,,0,,0.03,0.04,0.27,0.05,0.17,,0.01,,0,,0,,,0.01,,,0.01,0.09,0.18,0.02,0.02,0,,0.03,,,,,0.01,0,0.01,0.01,,,0,0.17,,0.18,,,,0,0.02,,0.03,0.21,,,,,,,,,,,,,,,
"Fish, crustacean and shellfish",Squid prepared in microwave oven no ingredients added,per 100g,,613,146,69.5,25.8,0,25.8,,,4.7,3.1,1.1,0.3,1.7,1.7,0.1,0,0,0,0,0,0,0,,,225,110,549,25,372,55,0.6,0.1,0.4,,,2.2,20,27,27,27,0,,,,,,0,0,0,0,,,,,,,,,0.16,0.2,,5.3,,,14,14,0,0,,,,,,0,,0.09,0.02,0.79,0.02,0.14,,0,,0,,0,,,0,,,0,0.03,0.15,0.13,0.01,0,,0.01,,,,,0,0,0,0.01,,,0,0.05,,0.5,,,,0,0,,0.02,1.13,,,,,,,0,,,,,,,,0.1
Meat and poultry,Chicken w skin prepared,per 100g,,942,226,58,25.3,0,25.3,,,13.8,11.9,5,3.4,2.9,0.3,2.7,0.3,0,0,0,0,0,0,,,110,74,304,13,216,25,1.2,0.3,0.9,,,2.18,7,,,,,,,,,,,,,0,,,,,,,,,0.06,0.22,0.271,0.29,,,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meat and poultry,Chicken fillet raw,per 100g,,463,109,74.1,23.3,0,23.3,3.7,,1.8,1.5,0.6,0.6,0.2,0,0.2,0,0,0,0,0,0,0,,1.2,70,53,351,6,219,30,0.6,0.2,0.4,0.15,13,0.65,0,30,30,30,0,0,16,0,0,0,0.3,0,0.3,0,0.5,0.5,0,0,0.1,9,0,9,0.08,0.03,0.666,0.2,,11.4,8,8,0,0,0,0,0,0,,0.03,,0.03,0,0.39,0,0.15,,0,0,0,0,0.01,,,,,,0,0.05,0.57,0.01,0,0.01,0,0.16,,,,,0.01,0,0,0.01,,0,0,0.01,,0,,,,0,0,,0,0,,0,,,0,,0.01,,,0,,0,,,0.06
Meat and poultry,Chicken wo skin prepared,per 100g,,767,183,60.1,27.3,0,27.3,,,8.2,7.4,3.1,2.1,1.8,0.2,1.7,0.2,0,0,0,0,0,0,,,81,92,320,7,214,25,1.1,0.3,0.8,,,2.2,6,,,,,,,,,,,,,0,0.5,0.4,0,0.9,0.6,,,,0.06,0.2,0.32,0.29,,,7.9,7.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meat and poultry,Chicken rolled prepared,per 100g,,696,166,68.3,24,0,24,,,7,6,2.5,1.7,1.5,0.1,1.4,0.1,1.7,0,1.7,0,0,0,,,81,673,255,,186,24,0.7,0.2,0.5,,,1.77,6,,,,,,,,,,,,,0,,,,,,,,,0.07,0.1,0.421,0.29,,,7.9,7.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meat and poultry,Chicken rolled raw,per 100g,,732,175,67.6,20.6,0,20.6,,,10.3,8.6,2.9,3,2.3,0.3,2,0.1,0.2,0,0.2,0,0,0,,,70,457,344,10,222,24,0.6,0.2,0.3,0.03,18,0.91,6,16,16,16,0,,,,,,0.3,,,0,0.6,0.6,0,0.1,0.4,,,,0.08,0.05,0.461,0.2,,7.8,11,11,0,0,0,0,0.05,0.01,0,0.01,0,0.07,0.18,1.82,0.12,0.67,0,0,0,0,0,0,0,0,0,0,0,0.01,0.24,2.74,0.03,0,0,0,1.76,0,0,0,0,0.13,0,0,0.03,0,0.01,0.01,0.18,0,0.03,0,0,0,0,0.04,0,0,0.09,0,0.02,0,0,0,0,0.09,0,0,0.01,0,0.04,0,0,0.25
Savoury snacks,Chicken nuggets prepared in oven,per 100g,,1083,259,54.3,14.4,3.6,10.8,,,13.7,12.9,2.6,5.9,4.3,0.4,3.9,0,18.4,2,16.4,0,2.5,0,,,,550,304,25,171,25,0.9,0.1,0.8,,,0.74,6,14,14,14,,,,,,,0.3,,,,1.3,,,,,,,,0.08,0.06,0.238,0.29,,,9,9,0,0,0,0,0,0,0,0.01,0,0.03,0,2.01,0.01,0.43,0,0.05,0,0.04,0,0.02,0,0,0,0,0,0,0.04,5.81,0.05,0,0,0,3.89,0,0,0,0,0.44,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,
Savoury snacks,Chicken nuggets prepared in frying fat,per 100g,,1156,277,50.2,17.5,4.4,13.1,,,17.1,16.1,3.2,7.4,5.4,0.6,4.9,0,12.2,0,12.2,0,2.5,0,,,,474,231,25,165,23,0.8,0.1,0.6,,,0.73,6,14,14,14,,,,,,,0.3,,,,1.3,,,,,,,,0.07,0.06,0.359,0.29,,,9,9,0,0,0,0,0,0,0,0.01,0,0.04,0,2.5,0.01,0.54,0,0.06,0,0.05,0,0.02,0,0,0,0,0,0,0.05,7.26,0.07,0,0,0,4.86,0,0,0,0,0.55,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,
Meat and poultry,Chicken burger breaded prepared,per 100g,,1275,307,46.1,14.5,0,14.5,,,23.2,21.6,6.2,8.1,4,0.6,3.3,1.7,9.9,0,9.9,0,0,0,,,,756,248,,159,19,1.2,0.3,0.9,,,1.2,6,,,,,,,,,,,,,0,,,,,,,,,0.08,0.1,0.191,0.29,,,9,9,0,,0,0,0,0,0,0.04,0,0.33,0.09,3.35,0.11,1.9,0,0.26,0,0.15,0,0,0,0,0,0,0,0,0.3,7.54,0.22,0,0,0.04,3.17,0,0.11,0.07,0,0.56,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0.04,0,0,0,0,0,0,0.78
Meat and poultry,Pork steak/chop prepared,per 100g,,854,204,60.4,29.8,0,29.8,,,9.2,8.5,3,3.6,1.7,0.2,1.6,0,0.4,0,0.4,0,0,0,,,36,60,312,9,210,24,1.3,0.5,0.8,0.07,20,3.8,7,15,15,15,,,,,,,0.5,0.4,0.1,0,0.5,0.5,0,0.1,0.5,,,,0.32,0.28,0.238,0.58,,8.9,3,3,0,0,0,0,0,0.02,0,0.02,0,0.12,0.01,1.82,0.02,1.01,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0.16,3.38,0.06,0,0.01,0,1.46,0,0,0,0,0.13,0.01,0,0.03,0,0,0.01,0.06,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.09
Meat and poultry,Pork rib chop prepared,per 100g,,743,177,63.6,28.4,0,28.4,,,7.1,6.5,2.3,2.8,1.2,0,1.2,0,0,0,0,0,0.1,0,0,,42,59,487,14,256,30,0.6,0.2,0.3,0.06,16,2.21,0.8,16,16,16,,,,,,,0.3,0.2,0.1,0,1.1,1.1,0,0.1,0.1,,,,0.71,0.15,0.51,0.37,,8.5,0.8,0.8,0,0,0,0,0,0.01,0,0.02,0,0.09,0,1.4,0.01,0.76,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0.13,2.65,0.05,0,0.01,0,1.15,0,0,0,0,0.03,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,,0,,0,0,0,0.14
Cheese,Cheese goat fresh,per 100g,,859,207,65.2,13.4,0,13.4,,,16.6,15.6,10.7,3.7,0.7,0.1,0.4,0.5,1,1,0,0,0,0,,1.5,50,399,141,101,229,11,0.6,0,0.6,,,0.5,5,130,134,125,54,,,,,,0.1,,0.1,0,,,,,,1.8,1.8,,0.01,0.3,,0.29,,,22,22,0,0,0.32,0.36,0.41,1.3,,0.72,,1.58,0.23,4.18,0.09,1.39,,0.05,,0.05,,0,,,,0,0,0,0.23,3.42,0,0.05,0,,0.45,,,,0,0.13,0,0,,,0,,0,,0,,,,,0,,0,0,,0.13,,,,,,,,,,,,,
"Sugar, sweets and sweet sauces",Syrup barley malt,per 100g,,1204,283,24.2,4.4,4.4,0,,,0,0,0,0,0,0,0,0,66.4,53.3,13.1,0,0,0,,1.3,0,48,415,22,,59,0.6,0,0.6,,,0.1,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,0.31,0.21,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
"Sugar, sweets and sweet sauces",Syrup corn,per 100g,,1219,287,22.7,2.3,2.3,0,,,0,0,0,0,0,0,0,0,69.4,53.8,15.6,0,0,0,,0.7,0,50,191,10,,28,0.5,0,0.5,,,0.1,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,0.17,0.08,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
"Sugar, sweets and sweet sauces",Syrup rice malt,per 100g,,1239,292,16.4,0.3,0.3,0,,,0,0,0,0,0,0,0,0,72.6,44.5,28.1,0,0,0,,0.2,0,14,31,20,,9,1,0,1,,,0.2,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,0.02,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Non-alcoholic beverages,Fruit juice concentrated,per 100g,,1188,280,28.4,0.2,0.2,0,,,0,0,0,0,0,0,0,0,69.5,69.5,0,0,0.4,0,,1.5,0,8,661,48,,31,,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0
